África;Angola;Capenda Camulemba;-9.4233;18.4328;58285
África;Angola;Cuvelai;-15.6667;15.8;57398
África;Angola;Nova Esperança;-6.7333;15.9;57248
África;Angola;Cuemba;-12.15;18.0833;56963
África;Angola;Porto Alexandre;-15.8;11.85;55494
África;Sudan;Khartoum;15.6031;32.5265;7869000
África;Sudan;Omdurman;15.6835;32.4629;2805396
África;Sudan;Khartoum North;15.6333;32.6333;936349
África;Sudan;Port Sudan;19.6158;37.2164;579942
África;Sudan;El Geneina;13.45;22.44;538390
África;Sudan;Kassala;15.45;36.4;536009
África;Sudan;El Fasher;13.63;25.35;500000
África;Sudan;Nyala;12.05;24.8833;492984
África;Sudan;El Obeid;13.1833;30.2167;418280
África;Sudan;Gedaref;14.0333;35.3833;354927
África;Sudan;Wad Medani;14.4;33.51;345290
África;Sudan;Kūstī;13.17;32.66;345068
África;Sudan;Ed Daein;11.4672;26.1317;264734
África;Sudan;Singa;13.1483;33.9311;259000
África;Sudan;Kurmuk;10.5563;34.2848;250000
África;Sudan;Ar Ruseris;11.8633;34.3877;215857
África;Sudan;Ed Damazin;11.7704;34.35;186051
África;Sudan;Al Manāqil;14.2504;32.98;151827
África;Sudan;Sannār;13.55;33.6;143059
África;Sudan;Atbara;17.7167;33.9833;139768
África;Sudan;Ed Damer;17.59;33.96;122944
África;Sudan;An Nuhūd;12.6904;28.42;108008
África;Sudan;Kadugli;11.01;29.7;92674
África;Sudan;Ad Diwem;13.9904;32.3;87068
África;Sudan;Dongola;19.1769;30.4839;56167
África;Sudan;Umm Ruwaba;12.9058;31.2156;55742
África;Sudan;Shendi;16.6805;33.42;55516
África;Sudan;Ad Dabbah;18.05;30.95;52000
África;Sudan;Abū Ḩamad;19.5375;33.3275;50000
África;Sudan;Kutum;14.2056;24.65;45000
África;Sudan;Sawākin;19.1025;37.33;43337
África;Sudan;Tokār;18.4333;37.7333;37051
África;Sudan;Zalingei;12.9092;23.4706;27258
África;Sudan;Al Qiţena;14.8648;32.3668;26893
África;Sudan;Babanūsah;11.3334;27.8;19700
África;Sudan;Wādī Ḩalfā’;21.8;31.35;17121
África;Sudan;Berber;18.017;33.9833;16650
África;Sudan;Kuraymah;18.55;31.85;13981
África;Sudan;Umm Badr;14.2333;27.95;12000
África;Sudan;Marawī;18.4833;31.8167;10234
África;Sudan;Karmah an Nuzul;19.6008;30.4097;3928
África;Sudan;Haya;18.3461;36.3969;1000
África;Sudan;Rabak;13.188;32.7437;0
África;Sudan;Al Mijlad;11.0337;27.7333;0
África;Sudan;El Fula;11.712;28.3462;0
Ásia;Malaysia;Kuala Lumpur;3.1686;101.698;8911000
Ásia;Malaysia;Seberang Jaya;5.3909;100.4104;946092
Ásia;Malaysia;Klang;3.0223;101.5481;878000
Ásia;Malaysia;Ipoh;4.6;101.065;866772
Ásia;Malaysia;George Town;5.4136;100.3294;708127
Ásia;Malaysia;Petaling Jaya;3.0833;101.65;638516
Ásia;Malaysia;Kuantan;3.83;103.32;607778
Ásia;Malaysia;Shah Alam;3.0667;101.55;584340
Ásia;Malaysia;Sungai Petani;5.6497;100.4793;544851
Ásia;Malaysia;Johor Bahru;1.482;103.7281;497097
Ásia;Malaysia;Kota Bharu;6.12;102.23;491237
Ásia;Malaysia;Melaka;2.2064;102.2465;455300
Ásia;Malaysia;Kota Kinabalu;5.98;116.11;452058
Ásia;Malaysia;Seremban;2.7105;101.94;419536
Ásia;Malaysia;Sandakan;5.843;118.108;396290
Ásia;Malaysia;Kuching;1.53;110.33;325132
Ásia;Malaysia;Kluang;2.0383;103.3179;323762
Ásia;Malaysia;Muar;2.0337;102.5666;314776
Ásia;Malaysia;Pasir Gudang;1.462;103.9053;312499
Ásia;Malaysia;Kuala Terengganu;5.3304;103.12;255109
Ásia;Malaysia;Sibu;2.303;111.843;247995
Ásia;Malaysia;Taiping;4.865;100.72;245182
Ásia;Malaysia;Kajang;2.9927;101.7909;236240
Ásia;Malaysia;Miri;4.3999;113.9845;234541
Ásia;Malaysia;Teluk Intan;4.0119;101.0314;232800
Ásia;Malaysia;Kulai;1.6561;103.6032;230000
Ásia;Malaysia;Alor Setar;6.1133;100.3729;217000
Ásia;Malaysia;Bukit Mertajam;5.363;100.4667;210000
Ásia;Malaysia;Lahad Datu;5.0464;118.336;199830
Ásia;Malaysia;Segamat;2.5148;102.8158;197762
Ásia;Malaysia;Tumpat;6.1978;102.171;183100
Ásia;Malaysia;Keningau;5.3378;116.1602;173130
Ásia;Malaysia;Batu Pahat;1.8504;102.9333;140000
Ásia;Malaysia;Batu Gajah;4.4692;101.0411;133422
Ásia;Malaysia;Tuaran;6.1774;116.2314;128200
Ásia;Malaysia;Bayan Lepas;5.2999;100.2605;122654
Ásia;Malaysia;Port Dickson;2.5228;101.7959;119300
Ásia;Malaysia;Bintulu;3.1664;113.036;114058
Ásia;Malaysia;Tawau;4.271;117.896;113809
Ásia;Malaysia;Simanggang;1.2472;111.4528;102092
Ásia;Malaysia;Labuan;5.2803;115.2475;95120
Ásia;Malaysia;Raub;3.7927;101.8423;91731
Ásia;Malaysia;Marudi;4.1833;114.3167;90100
Ásia;Malaysia;Cukai;4.2332;103.4479;82425
Ásia;Malaysia;Butterworth;5.4171;100.4;80378
Ásia;Malaysia;Putrajaya;2.914;101.7019;67964
Ásia;Malaysia;Taman Senai;1.6006;103.6419;67440
Ásia;Malaysia;Taman Johor Jaya;1.5392;103.8092;66000
Ásia;Malaysia;Machang;5.7641;102.2141;56937
Ásia;Malaysia;Limbang;4.75;115.0;56900
Ásia;Malaysia;Sarikei;2.1167;111.5167;56228
Ásia;Malaysia;Tangkak;2.2673;102.5453;52014
Ásia;Malaysia;Kangar;6.433;100.19;48898
Ásia;Malaysia;Rengam;1.8867;103.4015;47510
Ásia;Malaysia;Lawas;4.8604;115.409;46200
Ásia;Malaysia;Cameron Highlands;4.4833;101.45;43700
Ásia;Malaysia;Bukit Gambir;2.211;102.6546;40000
Ásia;Malaysia;Kampung Baharu Nilai;2.8033;101.7972;38612
Ásia;Malaysia;Long Lama;3.7667;114.4;37082
Ásia;Malaysia;Simpang Renggam;1.825;103.3107;34701
Ásia;Malaysia;Kuah;6.3265;99.8432;30000
Ásia;Malaysia;Kudat;6.8837;116.8477;29025
Ásia;Malaysia;Lubok Antu;1.0419;111.834;27984
Ásia;Malaysia;Parit Buntar;5.1267;100.4932;26328
Ásia;Malaysia;Bidur;4.1167;101.2833;25000
Ásia;Malaysia;Membakut;5.4748;115.803;21900
Ásia;Malaysia;Kuala Lipis;4.184;102.042;20000
Ásia;Malaysia;Perai;5.3833;100.3833;14433
Ásia;Malaysia;Beaufort;5.3473;115.7455;12742
Ásia;Malaysia;Padang Besar;6.6623;100.3142;10000
América do Sul;Paraguay;Asunción;-25.2945;-57.6435;477346
América do Sul;Paraguay;Ciudad del Este;-25.5167;-54.6161;308983
América do Sul;Paraguay;San Lorenzo;-25.34;-57.52;287977
América do Sul;Paraguay;Luque;-25.2672;-57.4853;263604
América do Sul;Paraguay;Capiatá;-25.3538;-57.4426;224152
América do Sul;Paraguay;Fernando de la Mora;-25.3281;-57.5509;183390
América do Sul;Paraguay;Ñemby;-25.394;-57.5398;126817
América do Sul;Paraguay;Pedro Juan Caballero;-22.5446;-55.76;115583
América do Sul;Paraguay;Presidente Franco;-25.5638;-54.611;104677
América do Sul;Paraguay;Itauguá;-25.3926;-57.3542;100456
América do Sul;Paraguay;Mariano Roque Alonso;-25.2079;-57.532;97585
América do Sul;Paraguay;Limpio;-25.1673;-57.4695;87301
América do Sul;Paraguay;Itá;-25.5096;-57.36;81084
América do Sul;Paraguay;Villa Elisa;-25.3734;-57.5841;75933
América do Sul;Paraguay;San Antonio;-25.4138;-57.5659;69976
América do Sul;Paraguay;Encarnación;-27.3472;-55.8739;69868
América do Sul;Paraguay;Areguá;-25.3125;-57.3847;67487
América do Sul;Paraguay;Ayolas;-27.3842;-56.8395;67487
América do Sul;Paraguay;Villa Curuguaty;-24.4692;-55.6947;65310
América do Sul;Paraguay;Horqueta;-23.3396;-57.05;60031
América do Sul;Paraguay;Villa Hayes;-25.09;-57.53;57217
América do Sul;Paraguay;Caacupé;-25.387;-57.14;56864
América do Sul;Paraguay;Villarrica;-25.75;-56.4333;56385
América do Sul;Paraguay;San Estanislao;-24.6657;-56.4467;52983
América do Sul;Paraguay;Coronel Oviedo;-25.45;-56.44;52400
América do Sul;Paraguay;San Ignacio;-26.8876;-57.023;50468
América do Sul;Paraguay;Concepción;-23.4064;-57.4344;45068
América do Sul;Paraguay;Salto del Guairá;-24.0625;-54.3069;37600
América do Sul;Paraguay;Villeta;-25.5123;-57.5647;36985
América do Sul;Paraguay;San Pedro de Ycuamandiyú;-24.09;-57.08;35021
América do Sul;Paraguay;Ypané;-25.4561;-57.5069;34943
América do Sul;Paraguay;Yhú;-25.0578;-55.9227;34737
América do Sul;Paraguay;Guarambaré;-25.491;-57.4557;33208
América do Sul;Paraguay;Carapeguá;-25.7634;-57.2468;32939
América do Sul;Paraguay;Pilar;-26.8695;-58.3;32810
América do Sul;Paraguay;Yaguarón;-25.5622;-57.2866;32000
América do Sul;Paraguay;Yby Yaú;-22.9661;-56.5407;31290
América do Sul;Paraguay;Ypacaraí;-25.41;-57.28;30150
América do Sul;Paraguay;Teniente Primero Manuel Irala Fernández;-22.8174;-59.582;25890
América do Sul;Paraguay;San Juan Nepomuceno;-26.1117;-55.9353;24243
América do Sul;Paraguay;Caazapá;-26.2;-56.38;23996
América do Sul;Paraguay;Tobatí;-25.2611;-57.0833;23295
América do Sul;Paraguay;Paraguarí;-25.62;-57.16;22154
América do Sul;Paraguay;Arroyito;-23.1751;-56.7781;22100
América do Sul;Paraguay;San Bernardino;-25.3044;-57.2938;20491
América do Sul;Paraguay;Santa Rosa;-26.8873;-56.849;20306
América do Sul;Paraguay;Loreto;-23.2747;-57.3269;18419
América do Sul;Paraguay;Filadelfia;-22.34;-60.03;18210
América do Sul;Paraguay;Tres de Mayo;-26.4813;-56.0959;17928
América do Sul;Paraguay;Estancia Pozo Colorado;-23.4333;-58.9667;17727
América do Sul;Paraguay;Pirayú;-25.4842;-57.2361;17601
América do Sul;Paraguay;San Juan Bautista;-26.68;-57.15;16593
América do Sul;Paraguay;Loma Plata;-22.382;-59.8325;16460
América do Sul;Paraguay;Acahay;-25.9141;-57.1133;16264
América do Sul;Paraguay;Benjamín Aceval;-24.9974;-57.5524;16248
América do Sul;Paraguay;Quiindy;-25.9725;-57.2382;16074
América do Sul;Paraguay;Atyrá;-25.2794;-57.1729;15278
América do Sul;Paraguay;Mbuyapey;-26.221;-56.7565;14512
América do Sul;Paraguay;Doctor Juan Eulogio Estigarribia;-25.3718;-55.7046;14316
América do Sul;Paraguay;Coronel Bogado;-27.17;-56.25;14297
América do Sul;Paraguay;Altos;-25.2621;-57.2494;13114
América do Sul;Paraguay;Emboscada;-25.1241;-57.3481;12225
América do Sul;Paraguay;Caraguatay;-25.2384;-56.8269;11568
América do Sul;Paraguay;San Lázaro;-22.1074;-57.9622;11509
América do Sul;Paraguay;Belén;-23.4695;-57.24;11359
América do Sul;Paraguay;Capitán Bado;-23.2673;-55.5388;11319
América do Sul;Paraguay;Itacurubí de la Cordillera;-25.4616;-56.8533;10744
América do Sul;Paraguay;Lima;-23.885;-56.4789;10367
América do Sul;Paraguay;Repatriación;-25.5352;-55.9924;9774
América do Sul;Paraguay;Alberdi;-26.1873;-58.1426;9679
América do Sul;Paraguay;Capitán Mauricio José Troche;-25.6189;-56.2769;9539
América do Sul;Paraguay;Borja;-25.9514;-56.4961;9222
América do Sul;Paraguay;Veinticinco de Diciembre;-24.7;-56.55;9147
América do Sul;Paraguay;Francisco Caballero Álvarez;-24.1533;-54.6672;8884
América do Sul;Paraguay;Katueté;-24.2483;-54.7596;8681
América do Sul;Paraguay;Bella Vista;-22.1296;-56.52;6145
América do Sul;Paraguay;Hohenau;-27.0796;-55.75;5306
América do Sul;Paraguay;Villa del Rosario;-24.4196;-57.1;5123
América do Sul;Paraguay;Puerto Casado;-22.2896;-57.94;5000
América do Sul;Paraguay;Fuerte Olimpo;-21.0696;-57.9;4498
América do Sul;Paraguay;Villa Ygatimí;-24.0796;-55.5;3577
América do Sul;Paraguay;Arroyos y Esteros;-25.05;-57.09;3055
América do Sul;Paraguay;Abaí;-26.0296;-55.94;3024
América do Sul;Paraguay;Mariscal José Félix Estigarribia;-22.03;-60.61;2500
América do Sul;Paraguay;Ypejhú;-23.91;-55.46;2299
América do Sul;Paraguay;Pozo Colorado;-23.43;-58.86;2135
América do Sul;Paraguay;Capitán Pablo Lagerenza;-19.9161;-60.7833;1633
América do Sul;Paraguay;Ñacunday;-26.02;-54.7699;1120
América do Sul;Paraguay;General Eugenio A. Garay;-20.52;-62.21;972
América do Sul;Paraguay;Puerto Pinasco;-22.64;-57.79;500
Europa;Portugal;Lisbon;38.7122;-9.134;548703
Europa;Portugal;Aves;41.3703;-8.4101;425411
Europa;Portugal;Sintra;38.7974;-9.3904;385606
Europa;Portugal;Vila Nova de Gaia;41.1333;-8.6167;303824
Europa;Portugal;Porto;41.1495;-8.6108;231800
Europa;Portugal;Cascais;38.6972;-9.4217;214158
Europa;Portugal;Loures;38.8309;-9.1684;201632
Europa;Portugal;Seixal;38.6428;-9.1061;184269
Europa;Portugal;Braga;41.5503;-8.42;181494
Europa;Portugal;Almada;38.6803;-9.1583;177238
Europa;Portugal;Matosinhos;41.1867;-8.6844;172557
Europa;Portugal;Oeiras;38.697;-9.3017;171658
Europa;Portugal;Amadora;38.75;-9.2333;171454
Europa;Portugal;Gondomar;41.15;-8.5333;164257
Europa;Portugal;Guimarães;41.445;-8.2908;156830
Europa;Portugal;Odivelas;38.8;-9.1833;148034
Europa;Portugal;Coimbra;40.2111;-8.4289;140816
Europa;Portugal;Vila Franca de Xira;38.95;-8.9833;137529
Europa;Portugal;Maia;41.2333;-8.6167;134977
Europa;Portugal;Famalicão;41.4144;-8.5222;133832
Europa;Portugal;Leiria;39.7431;-8.8069;126897
Europa;Portugal;Barcelos;41.5333;-8.6167;116752
Europa;Portugal;Funchal;32.65;-16.9167;105795
Europa;Portugal;Viseu;40.6575;-7.9139;99274
Europa;Portugal;Valongo;41.1833;-8.5;93858
Europa;Portugal;Viana do Castelo;41.7;-8.8333;88725
Europa;Portugal;Paredes;41.2;-8.3333;86854
Europa;Portugal;Vila do Conde;41.35;-8.75;79533
Europa;Portugal;Torres Vedras;39.0833;-9.2667;79465
Europa;Portugal;Aveiro;40.6389;-8.6553;78450
Europa;Portugal;Barreiro;38.6631;-9.0725;78345
Europa;Portugal;Queluz;38.7566;-9.2545;78273
Europa;Portugal;Mafra;38.9333;-9.3333;76685
Europa;Portugal;Penafiel;41.2;-8.2833;72265
Europa;Portugal;Santo Tirso;41.3425;-8.4775;71530
Europa;Portugal;Loulé;37.144;-8.0235;70622
Europa;Portugal;Ponta Delgada;37.74;-25.67;68809
Europa;Portugal;Moita;38.65;-8.9833;66029
Europa;Portugal;Faro;37.0161;-7.935;64560
Europa;Portugal;Póvoa de Varzim;41.3828;-8.7628;64320
Europa;Portugal;Palmela;38.5675;-8.8991;62831
Europa;Portugal;Santarém;39.2333;-8.6833;62200
Europa;Portugal;Figueira da Foz;40.1508;-8.8618;62125
Europa;Portugal;Portimão;37.1333;-8.5333;59845
Europa;Portugal;Felgueiras;41.3667;-8.2;58065
Europa;Portugal;Paços de Ferreira;41.2833;-8.3833;56340
Europa;Portugal;Amarante;41.2728;-8.0825;56264
Europa;Portugal;Castelo Branco;39.8228;-7.4931;56109
Europa;Portugal;Ovar;40.8597;-8.6253;55398
Europa;Portugal;Pombal;39.9161;-8.6281;55217
Europa;Portugal;Alcobaça;39.5522;-8.9775;53649
Europa;Portugal;Évora;38.5667;-7.9;53591
Europa;Portugal;Marco de Canavezes;41.1833;-8.15;53450
Europa;Portugal;Vila Real;41.2953;-7.7461;51850
Europa;Portugal;Covilhã;40.2833;-7.5;51797
Europa;Portugal;Caldas da Rainha;39.4069;-9.1363;51729
Europa;Portugal;Montijo;38.7049;-8.9757;51222
Europa;Portugal;Rio Tinto;41.1833;-8.5667;50713
Europa;Portugal;Fafe;41.45;-8.1667;50633
Europa;Portugal;Sesimbra;38.4437;-9.0996;49500
Europa;Portugal;Amora;38.6265;-9.1189;48629
